surveyid,survey_date,femaleres,age,married,children,edu,hh_totalmembers,asset_savings,cons_alcohol,cons_tobacco,cons_med_total,cons_ed,cons_social,cons_other,ent_income,med_portion_sickinjured,med_port_sick_child,durable_investment,depressed
99,01-Nov-61,1,32,0,3,14,5,112.10759,0,0,0,4.0038424,3.3365355,24.775778,1.8684598,0.40000001,0.66666669,308.5495,0
240,16-Aug-60,1,40,0,6,10,8,0,0,0,0,0.80076849,6.6730709,89.205612,11.831354,0.25,0.33333334,275.39764,0
651,26-Nov-61,1,47,1,4,6,,0,0,0,0,0,0,0,0,,,0,0
791,08-Nov-61,0,65,0,1,10,3,3.203074,0,0,0,13.346142,0,4.8046112,11.904759,0,0,633.9118,0
921,08-Nov-61,1,31,1,4,14,,0,0,0,0,0,0,0,0,,,0,0
595,23-Nov-61,1,47,1,4,1,,0,0,0,0,0,0,0,0,,,0,0
774,22-Sep-61,1,25,1,2,10,4,0,6.9781256,0,0,1.3613064,0.40038425,32.030739,4.8279667,0.5,1,347.91608,0
850,18-May-60,1,22,1,4,8,6,0,0,0,0,4.0038424,0.72069162,19.378597,4.3669686,0.5,0.5,86.769653,0
130,08-Nov-61,1,27,1,4,9,,0,0,0,0,0,0,0,0,,,0,1
1112,08-Oct-61,1,53,1,0,4,3,0,0,0,0,0,2.4023056,18.417675,5.4274311,1,,365.51721,0
999,17-Sep-61,1,26,1,3,10,5,0,0,0,30.429203,0,44.309193,24.823824,17.634035,1,1,736.03076,0
797,14-Nov-61,1,32,1,4,12,6,0,,5.8616252,0,2.1353827,6.6063399,36.194736,19.396393,0.33333334,0.25,224.34169,0
1122,21-Nov-61,1,18,1,3,9,4,0,0,0,0,0,0.26692283,2.0819981,0.42262781,0.75,0.66666669,130.54245,0
1201,15-Nov-61,0,64,0,0,7,,0,0,0,0,0,0,0,0,,,0,0
984,25-Oct-61,1,28,0,4,10,,0,0,0,0,0,0,0,0,,,0,0
606,30-Oct-61,1,54,1,0,7,2,0,0,0,3.203074,0,5.6053796,14.413833,0.3558971,1,,380.52008,0
91,28-Jun-60,1,56,0,0,4,1,0,0,0,0,11.477682,6.9399939,26.137083,95.291451,1,,18.417675,1
414,03-Oct-61,1,37,1,5,10,7,8.0076847,0,0,0,0.13346142,1.3346142,67.264557,6.7220068,0.14285715,0.2,225.67758,1
1226,10-Nov-61,1,22,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1136,03-Oct-60,1,28,1,3,9,5,4.8046112,0,9.7693758,8.0076847,2.4023056,1.3613064,23.702747,0.47779188,0.40000001,0.33333334,188.80026,0
1282,04-Oct-61,1,35,1,1,8,5,0,0,0,0,4.0038424,4.6711493,22.357456,0.67842889,0.80000001,1,1103.7896,0
264,30-Oct-61,0,43,1,2,10,6,1.601537,0,4.1868749,3.203074,29.361513,4.1373043,3.4913507,3.7257979,0.33333334,0.5,200.19113,1
442,16-Nov-61,1,27.9,1,2,10,4,0,0,0,0,5.3384566,12.011527,14.093526,52.383606,0.75,1,164.92462,0
925,05-Oct-61,1,62,1,0,8,2,0,,0,0,0,0,9.2889147,0.20019212,0,,246.27759,0
571,08-Nov-61,1,70,1,3,6,7,0,0,0,16.015369,0,1.7349985,5.9256868,0,0.42857143,0,530.99207,1
1102,10-Oct-61,1,32,1,5,9,8,0,0,0,0,1.3879987,0.093422994,68.465706,0.34477535,0.375,0.40000001,146.92004,0
782,08-Nov-61,1,38,1,0,7,2,1.601537,0,0,0,0,0.46711496,26.745668,72.069168,1,,733.96594,0
57,26-Nov-61,1,22,1,4,8,6,0,0,0,0,2.6692283,1.5481524,7.8315158,0,0.16666667,0.25,160.40665,0
887,16-Oct-61,1,25,1,3,9,5,0,0,0,0,0.93422991,3.1363432,12.411912,0.3002882,0.40000001,0.33333334,369.33173,0
686,04-Oct-61,1,29,1,6,8,,0,0,0,0,0,0,0,0,,,0,1
1204,25-Oct-61,1,49,0,1,6,,0,0,0,0,0,0,0,0,,,0,0
1389,10-Sep-61,1,44,1,5,6,9,0,,2.7912502,0,13.346142,1.0676913,13.613065,21.887672,0.22222222,0.2,369.59595,0
82,06-Nov-61,1,51,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
1161,01-Nov-61,1,40,1,0,8,3,0,0,0,0,3.3365355,5.3384566,125.49644,465.28653,0.66666669,,1003.8586,0
795,27-Nov-61,1,31,1,1,10,3,0,0,0,0,0.73403776,4.0038424,14.573987,0.75405705,1,1,399.38141,0
1116,20-Oct-61,1,39,1,8,10,10,9.6092224,0,0,0,4.0038424,14.14691,26.905821,9.4935551,0.5,0.5,291.95193,0
370,15-Sep-61,1,45,1,4,9,6,0,2.7912502,0,10.16976,5.3384566,7.6073008,12.011527,1.5448159,0.5,0.75,172.73848,0
1340,17-Oct-61,0,73,0,3,10,,0,0,0,0,0,0,0,0,,,0,1
763,26-Oct-61,1,21,0,3,10,,0,0,0,0,0,0,0,0,,,0,0
1380,12-Nov-61,1,42,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
653,03-Oct-61,1,33,1,2,7,4,0,0,0,1.6816138,1.6816138,3.4699969,20.611782,20.793287,0.75,0.5,222.7738,0
572,03-Sep-61,1,27,1,4,10,6,80.076851,0,0,0,2.7226129,30.696125,40.358734,57.355045,0.66666669,0.75,231.6463,1
1276,12-Nov-61,1,25,1,0,10,2,0,0,0,0,0,2.2688441,22.741825,0.8619383,0.5,,144.34489,0
441,20-Sep-61,1,38,1,3,14,5,0,0,0,10.730298,2.9094589,1.4814217,12.732219,5.7032514,0.60000002,0.66666669,805.24207,0
556,30-Oct-60,1,21,1,5,10,7,0,0,0,0,0,2.5624592,19.138367,0,0.5714286,0.40000001,36.83535,0
936,29-Sep-61,1,45,1,7,8,10,0,0,0,0,50.421722,1.1744605,33.632278,67.197823,0.40000001,0.42857143,331.80927,0
66,01-Sep-61,1,33,0,6,10,7,0.80076849,0,0,0,16.015369,7.0734549,10.40999,99.395393,0.5714286,0.5,192.18445,0
1093,13-Nov-61,1,35,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
307,15-Oct-61,1,24,1,3,11,5,0,0,0,1.601537,1.7349985,4.0038424,18.417675,0.69399935,0.40000001,0.33333334,160.28017,0
102,21-Nov-61,1,26,1,2,8,3,22.421518,0,9.7693758,5.6053796,0,2.6158438,71.909012,101.96452,0.66666669,0.5,192.18443,0
94,07-Sep-61,1,23,0,2,10,3,0,0,0,0,0.33365354,7.3403783,9.9295292,0.18239728,0,0,108.90452,0
1329,06-Nov-61,1,21,1,2,9,,0,0,0,0,0,0,0,0,,,0,0
493,24-Sep-61,1,34,1,1,14,,0,0,0,0,0,0,0,0,,,0,0
976,16-Aug-60,1,23,1,2,10,3,0,0,0,9.7693758,0,3.8169963,41.800117,2.891664,1,1,111.30682,0
1397,04-Oct-61,1,26,0,3,5,4,0,0,0,0,0.93422991,1.0676913,8.8084536,0.90531337,0.25,0.33333334,182.40681,0
909,11-Sep-61,1,36,1,4,8,6,8.0076847,0,0,0,23.022095,6.2459941,8.9686069,1.0899348,0.83333331,1,1020.0912,0
1114,06-Oct-61,1,20,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1390,16-Nov-61,1,23,1,3,10,5,21.62075,0,0,0,2.936151,6.0591483,55.413181,6.4450741,0.40000001,0.33333334,361.51337,0
280,13-Nov-61,1,32,1,3,9,5,9.6092224,0,0,10.40999,1.7349985,0,26.905821,2.4160964,0.60000002,0.33333334,468.57678,1
1308,24-Sep-61,1,44,0,1,9,,0,0,0,0,0,0,0,0,,,0,0
928,31-Aug-61,1,25,1,3,14,5,0,0,0,0,2.6692283,14.14691,21.62075,3.7369196,1,1,343.06641,0
735,10-Oct-61,1,43,1,4,10,6,0,0,0,0.3203074,31.363434,2.0019212,36.194736,0.78297365,0.5,0.5,459.89407,0
1219,03-Sep-61,0,60,0,0,6,1,2.3222287,0,0,0.032030739,0,0,0.3203074,0.18017291,0,,302.69049,0
1015,02-Oct-61,1,26,1,2,9,4,12.812296,0,0,0,1.0943837,22.648401,28.507359,5.3540268,0.5,0.5,467.78363,0
75,02-Nov-61,1,20,1,1,7,3,2.4023056,0,0,0,0,1.7616907,25.720684,1.364643,0.33333334,0,232.85522,0
711,27-Nov-61,1,27,1,3,10,5,0,0,0,0,1.601537,4.6711493,35.458031,2.2910876,0.2,0,237.28043,0
1149,26-Sep-61,1,20,1,1,11,3,24.023054,0,0,0,0,8.6483002,28.026897,13.737628,1,1,841.41785,0
106,14-Oct-61,1,29,0,0,10,1,0,2.0934374,4.8846879,0,0,0.89419144,21.300442,3.7369196,0,,298.6994,0
127,12-Nov-61,1,23,1,1,10,3,0,0,0,0,1.601537,60.724945,22.869947,14.075731,0,0,272.2149,0
882,27-Nov-61,1,27,1,6,7,,0,0,0,0,0,0,0,0,,,0,1
468,09-Nov-61,1,30,1,2,9,4,19.218445,0,0,4.8046112,2.4023056,3.3365355,34.673275,41.484253,0.5,1,262.81226,0
942,05-Nov-61,1,56,1,7,14,,0,0,0,0,0,0,0,0,,,0,0
1143,30-Nov-61,1,25,0,3,9,,0,0,0,0,0,0,0,0,,,0,1
342,02-Nov-61,1,33,1,4,10,6,0,9.0715637,4.1868749,3.6835351,1.2678834,4.6711493,38.116581,1.0565696,0.33333334,0.5,121.96976,0
610,17-Nov-61,1,26,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
607,09-Oct-61,0,24,1,1,17,,0,0,0,0,0,0,0,0,,,0,0
259,17-Oct-61,1,32,1,4,12,6,8.0076847,0,0,0,4.8046112,5.7388411,175.20815,2.6692283,0,0,65.115196,0
274,14-Sep-60,1,35,1,6,9,9,32.030739,0,0,0,2.6024976,0.066730708,25.464437,12.144989,0.33333334,0.16666667,889.82855,1
1319,20-Sep-61,1,39,1,7,12,12,3.203074,0,0,17.616907,1.3346142,2.7359591,95.739883,2.9583948,0.91666669,0.85714287,432.12012,1
898,10-Sep-61,1,46,1,2,7,5,0,,,0,0.52049953,3.3365355,8.3279924,33.707905,0.60000002,0.5,576.56409,0
585,18-Sep-61,1,26,1,5,9,7,0,0,0,0,1.6816138,2.5891516,15.374755,1.3390628,0.71428573,0.80000001,247.43747,0
915,12-Oct-61,1,54,1,0,8,,0,0,0,0,0,0,0,0,,,0,0
244,10-Nov-61,1,33,1,3,10,5,0,0,0,1.601537,1.2011528,1.4680755,52.930798,29.405998,0.2,0,877.77887,1
538,12-Sep-61,1,24,1,3,11,5,64.061478,0,0,0,0,16.015369,100.89683,120.27099,0.60000002,0.33333334,400.89014,0
173,25-Jul-60,1,23,1,4,8,6,0,0,0,0,1.3346142,0.72069162,18.257523,0.88084537,0.5,0.5,141.14182,1
1035,23-Nov-61,1,24,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
626,05-Sep-61,1,28,1,4,10,6,0,0,0,0,0,0,10.249837,56.36298,0.33333334,0.25,604.13147,0
270,14-Jul-60,1,29,1,3,7,5,0,0,0,27.22613,0.20019212,5.1382647,33.632278,0,0.40000001,0.33333334,332.4454,0
177,07-Sep-60,1,26,0,4,10,6,6.406148,0,0,0,10.676913,5.0715337,15.855216,0.19574341,0.16666667,0,213.32474,0
479,09-Nov-61,1,25,1,2,9,4,28.827665,,,0,1.6816138,17.750368,47.501587,3.3487694,0.75,0.5,311.60889,0
1278,22-Sep-61,1,40,1,7,9,9,0,0,0,0,1.8684598,4.0038424,28.219082,0.95647347,0.8888889,0.85714287,237.39868,0
845,03-Sep-61,1,42,1,4,12,6,0,10.467188,0,5.6053796,2.0019212,3.0696127,8.9686069,1.5570499,0.5,0.25,313.50922,0
50,18-Oct-61,1,75.900002,1,0,10,2,0,0,0,0,0,0,1.2812296,0.085637733,1,,40.164898,0
560,17-Nov-61,1,26,1,3,7,5,88.084534,13.956251,4.8846879,8.8084536,2.6692283,5.939033,22.261364,30.651638,0.60000002,0.66666669,228.75864,0
426,24-Sep-61,1,20,1,1,10,3,0,0,0,0,0,0.96092218,14.413833,16.166626,0,0,277.13333,0
1355,14-Oct-61,1,26,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
170,14-Sep-61,1,19,1,2,12,,0,0,0,0,0,0,0,0,,,0,0
968,11-Oct-61,1,20,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
727,11-Oct-61,1,25,1,3,10,5,0,,0,0,1.4947679,5.6053796,12.331835,21.789801,0,0,528.49255,0
48,22-Sep-61,1,22,1,1,10,3,0,0,0,25.624592,0,6.6730709,28.347204,3.5700929,0.66666669,0,129.7245,0
251,02-Oct-61,1,29,1,2,11,4,0,,,1.9218444,0,4.0038424,31.181925,17.24544,0.25,0.5,131.57898,0
875,10-Sep-61,1,81,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
1311,15-Oct-61,1,54,1,7,9,9,19.218445,0,0,0.88084537,1.047672,3.203074,28.203066,7.4304647,0.44444445,0.42857143,1580.1392,1
1396,06-Oct-61,1,39,0,1,6,3,24.023054,0,0,0,0.40038425,0.002669229,16.816139,9.9984846,0,0,251.39938,0
26,05-Nov-61,1,27,1,3,14,5,97.693756,0,0,5.8456101,7.4738393,10.009606,90.486839,90.344482,1,1,988.75537,1
1382,30-Oct-61,1,24,1,2,10,4,0,0,0,52.850719,1.601537,2.4023056,116.75204,129.57324,0.75,0.5,425.70581,0
1285,21-Sep-61,1,37,1,5,9,7,3.203074,0,10.467188,0,12.678835,5.4185338,33.440094,38.17664,0.2857143,0.40000001,599.10962,0
499,27-Sep-61,1,46,1,3,8,5,32.030739,0,0,0,1.5614985,1.975229,22.485579,29.626209,0.2,0.33333334,618.71191,0
682,24-Sep-61,1,22,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
957,17-Oct-61,1,25,1,2,10,4,0,0,0,0,0.66730708,1.3346142,12.732219,0.61392248,0,0,284.98972,0
550,15-Nov-61,1,19,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
881,08-Oct-61,1,35,0,3,10,5,17.937214,0,0,0,1.3346142,1.601537,8.0076847,1.1811335,0.2,0.33333334,867.79846,0
719,30-Nov-61,1,39,1,5,9,,0,0,0,0,0,0,0,0,,,0,0
323,20-Nov-61,1,49,1,1,6,,0,0,0,0,0,0,0,0,,,0,0
418,19-Sep-61,1,42,1,5,9,9,0,0,0,0,8.7951078,1.601537,3.6034582,2.5802541,0.22222222,0.2,312.29971,0
584,24-Sep-61,1,28,1,3,5,5,0,0,0,0,2.6692283,5.8723021,23.542593,14.967697,0.80000001,0.66666669,1115.7374,0
741,05-Nov-61,1,33,1,3,10,5,38.43689,0,0,9.7693758,1.1077297,2.8026898,29.147974,20.553059,1,1,380.38983,0
1384,24-Oct-61,1,26,1,3,9,5,0,0,0,0,3.203074,3.6034582,39.285702,4.0816946,0.80000001,0.66666669,375.3501,0
1169,04-Sep-61,1,39,1,4,9,6,0,3.4890628,0,6.406148,2.175421,0,3.1069818,6.6285834,0.33333334,0.5,51.713135,0
492,04-Jul-60,1,22,1,3,10,6,0,0,0,0,1.601537,0.62459946,33.472122,49.196106,0.66666669,0.66666669,268.87271,0
324,07-Sep-61,1,20,1,2,9,4,0,0,0,0,0.42707652,0.65396094,9.2889147,0.13679796,0.25,0,178.34386,0
618,08-Nov-61,1,28,1,2,5,,0,0,0,0,0,0,0,0,,,0,1
677,14-Sep-61,1,26,1,7,8,,0,0,0,0,0,0,0,0,,,0,0
136,12-Nov-61,1,27,1,2,10,4,8.0076847,0,0,6.7264552,6.0057635,16.015369,25.336315,82.612617,0.75,0.5,436.633,0
788,29-Oct-61,1,33,1,2,10,4,3.203074,0,0,0,4.9380727,1.9351906,12.892373,1.0762552,1,1,181.85898,1
713,15-Nov-61,1,21.700001,1,2,10,4,0,0,0,0,0,2.1353827,30.74951,2.6469846,0.25,0.5,159.51312,0
1115,15-Jun-60,1,35,1,7,10,9,0,0,4.3962193,0,15.534909,0.066730708,56.694408,2.4556899,0.11111111,0,95.670868,0
1298,13-Sep-61,1,47,1,2,5,4,0,0,0,0,2.0019212,3.6701891,21.62075,1.240079,0.5,0.5,196.44124,1
166,02-Nov-61,1,53,1,7,9,10,0,0,0,0,3.7369196,0.6005764,15.214602,2.4023056,0,0,377.38959,0
629,23-Oct-61,1,36,1,3,10,5,0,0,0,2.4023056,1.4013449,3.2964969,19.698906,3.3810227,0.2,0.33333334,317.06238,0
465,22-Oct-61,1,40,0,2,10,3,0,0,0,8.0076847,1.7243215,23.008747,58.936562,11.704566,1,1,185.56351,0
1005,12-Sep-61,1,56,0,2,8,5,0,0,0,0,0,0.26291898,17.05637,32.698048,0.80000001,1,331.9935,0
1231,25-Sep-61,1,27,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
24,30-Oct-61,1,22,1,2,3,4,0,0,0,0,2.2688441,2.4023056,8.0076847,0.53384566,0.5,0.5,79.402557,0
722,07-Sep-61,1,32,0,4,10,5,0,0,0,0,3.122997,1.2678834,16.816139,26.34384,0.80000001,0.75,103.29916,0
491,25-Oct-61,1,85.699997,0,0,1,1,0,0,0,0,0,0.36034581,4.4843035,0,1,,25.397076,0
1069,13-Nov-61,1,57,0,4,6,6,0,0,0,0,1.601537,0.42707652,18.577829,24.303324,0.66666669,0.5,13.385547,0
79,28-Sep-61,1,27,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
708,23-Nov-61,1,19,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
300,22-Nov-61,1,68,1,0,1,,0,0,0,0,0,0,0,0,,,0,0
619,15-Sep-60,1,28,1,3,7,5,0,0,0,2.2421517,0.86749923,0.46711496,41.1595,0.13791013,0.40000001,0.66666669,234.88257,0
892,01-Oct-61,1,52,1,4,3,,0,0,0,0,0,0,0,0,,,0,0
471,11-Sep-60,0,21,1,2,10,4,0,0,0,0,0,0.20019212,4.3241501,57.9445,0.25,0,42.440731,0
621,04-Dec-61,1,26,0,1,8,,0,0,0,0,0,0,0,0,,,0,0
1084,03-Nov-61,0,45,0,1,7,2,6.406148,0,12.21172,1.601537,1.0676913,1.8417675,15.534909,0.53384566,1,1,40.679039,0
1126,25-Sep-61,1,30,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
117,29-Sep-61,0,26,0,1,10,,0,0,0,0,0,0,0,0,,,0,0
693,23-Nov-61,1,51,1,1,3,4,0,0,0,0.64061481,1.3346142,13.679795,28.379236,15.192358,0.25,0,826.71216,0
113,24-Sep-61,1,25,1,3,8,5,0,0,0,0,0.80076849,12.278451,19.218445,76.918266,0.60000002,0.66666669,2499.1501,0
1346,31-Oct-61,1,23,0,5,9,6,12.812296,0,0,0,0.61392248,7.4071088,25.544516,2.6692283,0.33333334,0.40000001,257.41785,0
287,25-Aug-60,1,29,1,4,9,6,14.413833,0,0,0.80076849,0.40038425,0.37369198,25.144131,9.6537094,0.5,0.75,395.18378,0
1138,15-Nov-61,1,91,0,0,8,,0,0,0,0,0,0,0,0,,,0,0
1377,16-Nov-61,1,32,0,3,10,4,8.0076847,0,0,0,3.8570349,2.9895358,31.374109,116.8695,0.75,0.66666669,193.44916,0
841,16-Oct-61,1,66,0,0,1,,0,0,0,0,0,0,0,0,,,0,0
807,18-Oct-61,1,47,1,1,7,7,0,0,0,0,6.0057635,13.746526,17.937214,3.8737175,0,0,585.86566,0
123,12-Sep-60,1,25,1,4,12,6,0,0,0,0,8.568223,8.4080696,17.969246,0.53384566,0.5,0.5,498.24512,1
652,03-Dec-61,1,27,1,3,9,,0,0,0,0,0,0,0,0,,,0,1
405,29-Nov-61,1,21,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
804,03-Nov-61,1,72,0,0,5,1,0,0,0,0,0,0,0,0,1,,8.0076847,0
1046,31-May-60,1,25,1,0,10,2,0,0,0,0,0,2.5357668,9.9455452,3.7925286,1,,126.33591,0
510,27-Sep-61,1,18,0,0,9,,0,0,0,0,0,0,0,0,,,0,1
397,24-Nov-61,1,39,1,6,8,8,0.80076849,,,0,0.6005764,0,24.423439,1.498883,0.875,0.83333331,211.36095,1
1024,03-Dec-61,1,19,1,2,1,,0,0,0,0,0,0,0,0,,,0,0
392,07-Nov-61,1,20,1,3,7,,0,0,0,0,0,0,0,0,,,0,0
528,28-Sep-61,1,34,1,5,11,7,0,0,0,0.96092218,1.3346142,6.8065324,22.581671,4.1484256,0.14285715,0.2,746.90466,0
1225,10-Oct-61,1,36,1,5,8,7,0,0,0,0,3.3365355,1.1344221,0,11.755727,0.71428573,0.80000001,379.32339,0
581,19-Nov-61,1,22,1,2,10,4,19.218445,0,0,0,0.93422991,10.145737,31.069818,259.79376,0.5,0,283.38818,0
495,17-Nov-61,1,19,1,1,10,,0,0,0,0,0,0,0,0,,,0,0
851,31-Aug-61,1,80,0,2,1,4,0,0,0,0,0.52850723,0.2535767,2.6905823,0.48268548,0.25,0,6.0858407,1
291,10-Oct-61,0,36,1,4,10,,0,0,0,0,0,0,0,0,,,0,1
453,29-Sep-61,1,28,1,4,8,6,19.218445,0,0,0,1.5614985,29.308126,31.710432,28.005545,0.16666667,0.25,290.19965,0
267,05-Nov-61,1,25,1,3,13,,0,0,0,0,0,0,0,0,,,0,0
1336,04-Sep-61,1,51,0,0,9,1,0,0,0,0,0,0.81411463,14.573987,5.8055716,1,,195.68373,0
457,08-Oct-61,1,59,0,0,7,,0,0,0,0,0,0,0,0,,,0,0
969,24-Oct-61,1,29,1,5,10,,0,0,0,0,0,0,0,0,,,0,0
1406,20-Dec-61,1,32,1,4,9,6,0,0,0,0,2.4023056,12.732219,25.688654,472.54907,0.66666669,1,807.28137,0
982,10-Nov-61,1,53,0,3,1,,0,0,0,0,0,0,0,0,,,0,1
853,23-Oct-61,1,30,1,1,9,3,0,0,0,0,2.6692283,2.1353827,4.1639962,0.22688441,0.33333334,1,254.8891,0
278,20-Sep-61,1,24,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1135,01-Dec-61,1,69,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
601,26-Nov-61,1,38,0,2,8,4,0,0,0,0,3.203074,0.64061481,12.604096,0.55386484,0.5,1,46.697517,0
1111,12-Nov-61,1,19,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
1192,19-Sep-61,0,58,1,3,8,5,0,9.7693758,3.4890628,7.2069163,3.203074,0,7.3670702,10.143067,0.2,0.33333334,250.5014,0
689,02-Oct-61,1,47,1,4,9,6,0,2.0934374,2.9308126,0,62.726868,1.0676913,15.695063,21.820942,0,0,789.67401,0
455,08-Sep-61,1,21,1,3,3,5,0,,16.747499,0,0,0.066730708,15.454832,0.45821753,0.2,0,42.921192,1
855,28-Nov-61,1,22,0,3,12,,0,0,0,0,0,0,0,0,,,0,0
990,16-Nov-61,1,36,1,3,10,,0,0,0,0,0,0,0,0,,,0,1
987,19-Nov-61,1,35,1,8,8,,0,0,0,0,0,0,0,0,,,0,0
720,09-Nov-61,1,25,1,7,7,9,0,0,0,0,6.512917,4.9380727,13.436895,0.66730708,0.44444445,0.2857143,160.1537,0
247,05-Oct-61,1,42,1,4,8,,0,0,0,0,0,0,0,0,,,0,0
1205,10-Sep-61,1,22,1,2,11,4,1.601537,0,0,0,0.40038425,7.3403783,54.75655,297.54111,0.75,0.5,964.87341,0
659,17-Nov-61,1,26,1,4,8,,0,0,0,0,0,0,0,0,,,0,0
32,20-Nov-61,1,22,1,1,16,3,8.8084536,0,0,28.827665,0,2.936151,8.8084536,5.7488508,1,1,321.97699,0
523,07-Nov-61,1,29,1,2,10,4,20.819981,2.7912502,0,71.748856,1.2011528,1.0676913,20.019213,4.9792228,1,1,817.4234,1
41,22-Sep-61,1,41,0,0,11,1,0,0,0,0,0,2.0019212,4.724534,10.696933,1,,1965.6289,0
146,10-Dec-61,1,20,1,3,10,5,4.8046112,0,0,0,2.9094589,11.891412,31.566294,5.8634048,0.60000002,0.66666669,543.42944,0
701,21-Nov-61,1,67,1,4,10,6,16.015369,0,0,0,0.87417227,0.13346142,7.2069163,0.76517874,0,0,146.75165,0
543,11-Sep-61,1,31,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
834,12-Nov-61,1,68,0,0,1,2,12.812296,0,0,0,0,3.3365355,41.03138,3.8792787,1,,544.73163,0
1381,04-Oct-60,1,24.9,1,3,10,5,0,0,0,0,4.0038424,2.4023056,12.011527,0.066730708,0.40000001,0,234.83617,1
385,26-Nov-61,1,22,1,2,10,,0,0,0,0,0,0,0,0,,,0,1
767,27-Oct-61,1,24,1,2,8,4,0,0,0,0,1.7349985,1.9391944,30.829588,3.931551,0,0,282.57852,1
22,11-Oct-61,1,32,1,5,10,7,0,0,0,0,3.4566505,4.2707653,23.542593,16.208889,0.85714287,1,1561.0273,0
348,09-Nov-61,1,32.5,1,4,10,6,0,0,0,1.601537,2.0019212,7.2736468,60.858406,23.088825,0.33333334,0.25,327.19403,0
322,19-Jul-60,1,58,1,0,3,4,0,0,0,0,93.422997,0.96092218,5.9256868,0.13346142,0.25,,720.50854,0
1257,07-Nov-61,1,23,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
704,20-Sep-61,1,24,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
531,27-Sep-61,1,48,1,5,7,,0,0,0,0,0,0,0,0,,,0,0
242,10-Sep-61,1,35,1,6,12,8,0,0,4.1868749,0,4.6831608,21.727518,8.7283764,0.26914719,0.625,0.5,68.992561,0
956,13-Nov-61,1,78,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
803,17-Oct-61,1,29,1,2,9,4,0,0,0,0,4.2707653,12.545373,93.369606,70.534363,1,1,814.43433,0
1099,27-Sep-61,1,23,1,4,9,6,0,0,0,0,1.2011528,1.3346142,33.952583,0.43597397,0.5,0.75,169.76291,0
1315,01-Nov-61,1,26,1,4,8,6,0,0,0,0,0.66730708,5.3384566,16.015369,10.049644,1,1,137.14243,0
516,09-Nov-61,1,29,1,2,8,4,4.0038424,0,3.4890628,0,3.3365355,5.3384566,70.467628,33.387596,0.75,0.5,179.05191,1
1379,10-Oct-61,1,34,1,2,10,4,0,0,0,17.136446,0.86749923,1.2011528,10.570145,126.04319,0.75,1,561.29675,0
424,20-Jul-60,0,21,1,0,10,2,100.89683,0,0,3.203074,0,0.93422991,40.679039,2.3266776,1,,229.82056,0
766,27-Nov-61,1,29,1,1,9,3,0,0,0,1.2812296,0,1.7349985,14.253679,0.40038425,0.66666669,1,143.96992,0
1327,30-Oct-61,1,35,1,6,10,8,0,0,0,14.894294,7.2069163,3.7369196,54.532333,10.020728,0.5,0.33333334,390.52209,0
664,09-Nov-61,1,24,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
272,16-Oct-61,1,35,1,4,10,6,0,0,0,0,8.6749926,1.601537,15.214602,65.64077,0.83333331,0.75,518.87195,0
527,28-Apr-60,0,35,1,0,7,2,0,0,0,4.0038424,0,9.3422985,34.673275,103.77181,1,,150.61188,0
1294,24-Nov-61,1,31.9,1,4,10,6,1.601537,0,0,0.80076849,3.3365355,28.026897,11.851374,1.545928,0.33333334,0.25,189.23431,0
743,21-Sep-61,1,40,1,3,19,5,0,0,0,42.520809,0.65396094,2.6692283,23.702747,27.270617,0.2,0.33333334,700.31134,0
872,21-Sep-61,1,20,1,1,8,3,0,0,0,0,4.6711493,2.936151,23.222286,67.86068,0.66666669,0,307.49512,0
1283,19-Oct-61,1,54,0,0,9,1,0,0,0,0,1.601537,0.26692283,4.2440729,14.660737,1,,994.46667,0
1367,15-Oct-61,1,31,1,5,9,7,0,0,0,0,1.0676913,5.4051876,60.698254,0.91865939,0.42857143,0.40000001,211.86684,0
586,02-Oct-61,0,63,0,0,8,,0,0,0,0,0,0,0,0,,,0,0
1222,22-Sep-61,1,27,1,3,14,5,32.030739,0,0,0,2.175421,6.0057635,66.944244,14.903192,0.40000001,0.33333334,690.38696,0
